text_form	form	lemma	pos
արգելուլն,	արգելուլն	արգելում@ն	V@PRO+Dem
եւ	եւ	եւ	I+Conj
ի	ի	ի	I+Prep
խորհրդոց՝	խորհրդոց	խորհուրդ	N+Com
Տեառն	տեառն	տէր	N+Com
մերոյ։	մերոյ	մեր	PRO+Pos1p
Եւ	եւ	եւ	I+Conj
զարմանամ	զարմանամ	զարմանամ	V
ընդ	ընդ	ընդ	I+Prep
շրջողին,	շրջողին	շրջող@ն	N+Com@PRO+Dem
որ	որ	որ	PRO+Rel
բիւր	բիւր	բեւր	N+Com
պատկերաց	պատկերաց	պատկեր	N+Com
հանդիպի,	հանդիպի	հանդիպիմ	V
թէ	թէ	եթե	I+Conj
կարէ	կարէ	կարեմ	V
կատարել	կատարել	կատարեմ	V
զբանս	զբանս	զ@բան	I+Prep@N+Com
Տեառն	տեառն	տէր	N+Com
իւրոյ։	իւրոյ	իւր (իւրոց)	PRO+Pos3
Մելինէ	մելինէ	Մելինէ	N+Ant
Իններորդ	իններորդ	իններորդ	NUM+Ord
Գիտեմ	գիտեմ	գիտեմ	V
զի	զի	զի	I+Conj
հովիւ	հովիւ	հովիւ	N+Com
ես	ես	եմ	V
բազում	բազում	բազում	A
հաւտից,	հաւտից	հաւտ	N+Com
եւ	եւ	եւ	I+Conj
կարող	կարող	կարող	A
ես	ես	եմ	V
հաւտ	հաւտ	հաւտ	N+Com
արածել	արածել	արածեմ	V
ի	ի	ի	I+Prep
Բեթղեհէմ,	բեթղեհէմ	Բեթղեհէմ	N+Top
զսակաւս	զսակաւս	զ@սակաւ	I+Prep@A
ցպով,	ցպով	ցուպ	N+Com
եւ	եւ	եւ	I+Conj
զբազումս՝	զբազումս	զ@բազում	I+Prep@A
սուլելով․	սուլելով	սուլեմ	V
իսկ	իսկ	իսկ	I+Conj
ես	ես	ես	PRO+Per1s
տկարութեամբ	տկարութեամբ	տկարութիւն	N+Com
իմով	իմով	իմ	PRO+Pos1s
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
միոյ	միոյ	մի (միոջ)	NUM+Car
եմ	եմ	եմ	V
բաւական	բաւական	բաւական	A
խնամելոյ,	խնամելոյ	խնամեմ	V
կամ	կամ	կամ (եւ)	I+Conj
ի	ի	ի	I+Prep
բերանոյ	բերանոյ	բերան	N+Com
գայլոյ	գայլոյ	գայլ	N+Com
ապրեցուցանելոյ․	ապրեցուցանելոյ	ապրեցուցանեմ	V
զի	զի	զի	I+Conj
ահաւասիկ	ահաւասիկ	ահաւասիկ	I+Intj
ամենեքեան	ամենեքեան	ամենեքեան	PRO+Ind
վիրաւորք	վիրաւորք	վիրաւոր	A
են,	են	եմ	V
որք	որք	որ	PRO+Rel
ի	ի	ի	I+Prep
բարկութենէ,	բարկութենէ	բարկութիւն	N+Com
որք	որք	որ	PRO+Rel
ի	ի	ի	I+Prep
սնափառութենէ,	սնափառութենէ	սնափառութիւն	N+Com
եւ	եւ	եւ	I+Conj
որք	որք	որ	PRO+Rel
ի	ի	ի	I+Prep
տրտմութենէ,	տրտմութենէ	տրտմութիւն	N+Com
եւ	եւ	եւ	I+Conj
որք	որք	որ	PRO+Rel
ի	ի	ի	I+Prep
հպարտութենէ	հպարտութենէ	հպարտութիւն	N+Com
պատառեալք։	պատառեալք	պատառեմ	V
Մաղթեմ	մաղթեմ	մաղթեմ	V
ի	ի	ի	I+Prep
քէն,	քէն	դու	PRO+Per2s
բարեխաւսեա՛	բարեխաւսեա	բարեխաւսեմ	V
վասն	վասն	վասն	I+Prep
իմ	իմ	ես	PRO+Per1s
առ	առ	առ (ի)	I+Prep
հովիւն	հովիւն	հովիւ@ն	N+Com@PRO+Dem
Յիսուս,	յիսուս	Յիսուս	N+Ant
զի	զի	զի	I+Conj
փրկեսցէ	փրկեսցէ	փրկեմ	V
յանողորմն	յանողորմն	ի@անողորմ@ն	I+Prep@A@PRO+Dem
գազանէն․	գազանէն	գազան@ն	N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
ի	ի	ի	I+Prep
թիւ	թիւ	թիւ	N+Com
հաւտին	հաւտին	հաւտ@ն	N+Com@PRO+Dem
իւրոյ	իւրոյ	իւր (իւրոց)	PRO+Pos3
ընկալցի	ընկալցի	ընդունիմ	V
զիս,	զիս	զ@ես	I+Prep@PRO+Per1s
եւ	եւ	եւ	I+Conj
տացէ	տացէ	տամ	V
զարաւտ	զարաւտ	զ@արաւտ	I+Prep@N+Com
առաքինութեան,	առաքինութեան	առաքինութիւն	N+Com
եւ	եւ	եւ	I+Conj
տացէ	տացէ	տամ	V
ըմպել	ըմպել	ըմպեմ	V
զջուրն	զջուրն	զ@ջուր@ն	I+Prep@N+Com@PRO+Dem
գիտութեան։	գիտութեան	գիտութիւն	N+Com
Մելինեայ	մելինեայ	Մելինէ	N+Ant
Տասներորդ	տասներորդ	տասներորդ	NUM+Ord
Բարիոք	բարիոք	բարիոք	I+Adv
խնդացաք	խնդացաք	խնդամ	V
ընդ	ընդ	ընդ	I+Prep
տեսութիւն	տեսութիւն	տեսութիւն	N+Com
եղբարց	եղբարց	եղբայր	N+Com
քոց	քոց	քո	PRO+Pos2s
որք	որք	որ	PRO+Rel
յանապատիդ․	յանապատիդ	ի@անապատ@դ	I+Prep@A@PRO+Dem
յերկիր	յերկիր	ի@երկիր	I+Prep@N+Com
որ	որ	որ	PRO+Rel
ոչ	ոչ	ոչ	I+Neg
գտանի	գտանի	գտանեմ	V
սովորութիւն	սովորութիւն	սովորութիւն	N+Com
աշխարհի։	աշխարհի	աշխարհ	N+Com
Եւ	եւ	եւ	I+Conj
յորժամ	յորժամ	յորժամ	I+Conj
տեսաք	տեսաք	տեսանեմ	V
զնոսա,	զնոսա	զ@նա (նա)	I+Prep@PRO+Dem
ոչ	ոչ	ոչ	I+Neg
զենեցաք	զենեցաք	զենում	V
նոցա	նոցա	նա (նա)	PRO+Dem
որթ,	որթ	որթ	N+Com
մինչդեռ	մինչդեռ	մինչդեռ	I+Conj
լծեալ	լծեալ	լծեմ	V
եմք	եմք	եմ	V
ընդ	ընդ	ընդ	I+Prep
չարութիւն	չարութիւն	չարութիւն	N+Com
գազանաց․	գազանաց	գազան	N+Com
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
բաղարջ	բաղարջ	բաղարջ	N+Com
հաստատութեան	հաստատութեան	հաստատութիւն	N+Com
սիրոյ	սիրոյ	սէր	N+Com
եւ	եւ	եւ	I+Conj
ճշմարտութեան	ճշմարտութեան	ճշմարտութիւն	N+Com
եփեցաք	եփեցաք	եփեմ	V
նոցա․	նոցա	նա (նա)	PRO+Dem
զի	զի	զի	I+Conj
ոչ	ոչ	ոչ	I+Neg
ունիմք	ունիմք	ունիմ	V
զճշմարտութիւն	զճշմարտութիւն	զ@ճշմարտութիւն	I+Prep@N+Com
մաքրելոցն․	մաքրելոցն	մաքրեմ@ն	V@PRO+Dem
այլ	այլ	այլ (եւ)	I+Conj
եդաք	եդաք	դնեմ	V
նոցա	նոցա	նա (նա)	PRO+Dem
հաց	հաց	հաց	N+Com
չոր,	չոր	չոր	A
նշանակ	նշանակ	նշանակ	N+Com
չարութեան	չարութեան	չարութիւն	N+Com
կամաց	կամաց	կամ (կամաց)	N+Com
մերոց,	մերոց	մեր	PRO+Pos1p
որ	որ	որ	PRO+Rel
ոչ	ոչ	ոչ	I+Neg
է	է	եմ	V
բուսեալ	բուսեալ	բուսանիմ	V
ի	ի	ի	I+Prep
սմա	սմա	սա	PRO+Dem
բոյս	բոյս	բոյս	N+Com
վայրենի	վայրենի	վայրենի	A
անգամ,	անգամ	անգամ	N+Com
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
թզենի	թզենի	թզենի	N+Com
քաղցրահամ,	քաղցրահամ	քաղցրահամ	A
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
ձիթենի	ձիթենի	ձիթենի	N+Com
աւծանող	աւծանող	աւծանող	N+Com
սրբութեամբ․	սրբութեամբ	սրբութիւն	N+Com
եւ	եւ	եւ	I+Conj
վասն	վասն	վասն	I+Prep
որթոյ	որթոյ	որթ	N+Com
եւ	եւ	եւ	I+Conj
այգւոյ՝	այգւոյ	այգի	N+Com
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
հոտոյն	հոտոյն	հոտ@ն	N+Com@PRO+Dem
հաղորդեցաք,	հաղորդեցաք	հաղորդեմ	V
այդպէս	այդպէս	այդպէս	I+Adv
բացական	բացական	բացական	A
եմք	եմք	եմ	V
ի	ի	ի	I+Prep
բարեաց	բարեաց	բարի	A
հաստատութենէ․	հաստատութենէ	հաստատութիւն	N+Com
բայց	բայց	բայց	I+Conj
վստահեմք	վստահեմք	վստահեմ	V
Քրիստոսիւ,	քրիստոսիւ	Քրիստոս	N+Ant
զի	զի	զի	I+Conj
աւգնէ	աւգնէ	աւգնեմ	V
մեզ	մեզ	մեք	PRO+Per1p
աղաւթիւք	աղաւթիւք	աղաւթք	N+Com
հայրութեան	հայրութեան	հայրութիւն	N+Com
քո․	քո	դու	PRO+Per2s
այժմ	այժմ	այժմ	I+Adv
ցանեմք	ցանեմք	ցանեմ	V
զսերմն	զսերմն	զ@սերմն	I+Prep@N+Com
արդարութեան՝	արդարութեան	արդարութիւն	N+Com
ի	ի	ի	I+Prep
յոյս	յոյս	յոյս	N+Com
հնձելոյ	հնձելոյ	հնձեմ	V
զհասկն	զհասկն	զ@հասկ@ն	I+Prep@N+Com@PRO+Dem
գիտութեան։	գիտութեան	գիտութիւն	N+Com
Եւագրեայ	եւագրեայ	Եւագրիոս	N+Ant
Մետասաներորդ	մետասաներորդ	մետասաներորդ	NUM+Ord
Եթէ	եթէ	եթե	I+Conj
սիրելի	սիրելի	սիրելի	A
է	է	եմ	V
ունել	ունել	ունիմ	V
ինչս	ինչս	ինչ (ընչից)	N+Com
անախտութեան,	անախտութեան	անախտութիւն	N+Com
ո՛վ	ով	ով	I+Intj
երանելի,	երանելի	երանելի	A
եւ	եւ	եւ	I+Conj
կամիս	կամիս	կամիմ	V
ընդունել	ընդունել	ընդունիմ	V
զգիտութիւն	զգիտութիւն	զ@գիտութիւն	I+Prep@N+Com
Քրիստոսի,	քրիստոսի	Քրիստոս	N+Ant
զամենայն	զամենայն	զ@ամենայն	I+Prep@PRO+Ind
ինչ	ինչ	ինչ (իրիք)	PRO+Ind
որ	որ	որ	PRO+Rel
պիտոյ	պիտոյ	պիտոյ	A
է	է	եմ	V
ի	ի	ի	I+Prep
գիւտ	գիւտ	գիւտ	N+Com
կենաց	կենաց	կեանք	N+Com
քոց,	քոց	քո	PRO+Pos2s
յամենայն	յամենայն	ի@ամենայն	I+Prep@PRO+Ind
զաւրութենէ	զաւրութենէ	զաւրութիւն	N+Com
գործեա՛․	գործեա	գործեմ	V
եւ	եւ	եւ	I+Conj
ի	ի	ի	I+Prep
ժամ	ժամ	ժամ	N+Com
աղաւթից	աղաւթից	աղաւթք	N+Com
խնդրեա՛	խնդրեա	խնդրեմ	V
իմաստութիւն	իմաստութիւն	իմաստութիւն	N+Com
ի	ի	ի	I+Prep
Տեառնէ․	տեառնէ	տէր	N+Com
որոյ	որոյ	որ	PRO+Rel
ողորմութիւն	ողորմութիւն	ողորմութիւն	N+Com
առնէ	առնէ	առնեմ	V
զքեզ	զքեզ	զ@դու	I+Prep@PRO+Per2s
անապական,	անապական	անապական	A
եւ	եւ	եւ	I+Conj
յայտնէ	յայտնէ	յայտնեմ	V
քեզ	քեզ	դու	PRO+Per2s
զնենգութիւն	զնենգութիւն	զ@նենգութիւն	I+Prep@N+Com
դիւացն,	դիւացն	դեւ@ն	N+Com@PRO+Dem
զի	զի	զի	I+Conj
առանց	առանց	առանց	I+Prep
նորա	նորա	նա (նա)	PRO+Dem
ոչ	ոչ	ոչ	I+Neg
հոգին	հոգին	հոգի@ն	N+Com@PRO+Dem
տեսանէ,	տեսանէ	տեսանեմ	V
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
միտք	միտք	միտ	N+Com
իմանայ։	իմանայ	իմանամ	V
Եւ	եւ	եւ	I+Conj
պարտ	պարտ	պարտ	N+Com
է	է	եմ	V
ամենեցուն	ամենեցուն	ամենեքեան	PRO+Ind
քննել	քննել	քննեմ	V
զայս,	զայս	զ@այս (սա)	I+Prep@PRO+Dem
թէ	թէ	եթե	I+Conj
ո՛րպէս	որպէս	որպէս	I+Conj
մարտիցէ	մարտիցէ	մարտնչիմ	V
ընդ	ընդ	ընդ	I+Prep
թշնամիս	թշնամիս	թշնամի	A
իւր՝	իւր	իւր (իւրեանց)	PRO+Ref
որպէս	որպէս	որպէս	I+Conj
ասէ	ասէ	ասեմ	V
Դաւիթ՝	դաւիթ	Դաւիթ	N+Ant
ի	ի	ի	I+Prep
բերանոյ	բերանոյ	բերան	N+Com
դիւաց,	դիւաց	դեւ	N+Com
որք	որք	որ	PRO+Rel
ասացին․	ասացին	ասեմ	V
Մեռցի,	մեռցի	մեռանիմ	V
եւ	եւ	եւ	I+Conj
կորիցէ	կորիցէ	կորնչիմ	V
անուն	անուն	անուն	N+Com
նորա,	նորա	նա (նա)	PRO+Dem
եւ	եւ	եւ	I+Conj
պատասխանէ․	պատասխանէ	պատասխանեմ	V
Ես	ես	ես	PRO+Per1s
ո՛չ	ոչ	ոչ	I+Neg
մեռայց,	մեռայց	մեռանիմ	V
այլ	այլ	այլ (եւ)	I+Conj
կեցից	կեցից	կեամ	V
եւ	եւ	եւ	I+Conj
պատմեցից	պատմեցից	պատմեմ	V
զգործս	զգործս	զ@գործ	I+Prep@N+Com
Տեառն։	տեառն	տէր	N+Com
Եւ	եւ	եւ	I+Conj
յորժամ	յորժամ	յորժամ	I+Conj
այլուր	այլուր	այլուր	I+Adv
ասէ	ասէ	ասեմ	V
դեւն․	դեւն	դեւ@ն	N+Com@PRO+Dem
Փոփոխեա՛ց	փոփոխեաց	փոփոխեմ	V
ի	ի	ի	I+Prep
լերինս	լերինս	լեառն	N+Com
իբրեւ	իբրեւ	իբրեւ	I+Conj
զճնճղուկ,	զճնճղուկ	զ@ճնճղուկ	I+Prep@N+Com
ասէ	ասէ	ասեմ	V
եւ	եւ	եւ	I+Conj
Դաւիթ՝	դաւիթ	Դաւիթ	N+Ant
ասա	ասա	ասեմ	V
եւ	եւ	եւ	I+Conj
դու․	դու	դու	PRO+Per2s
Տէր,	տէր	տէր	N+Com
ապաւէն	ապաւէն	ապաւէն	N+Com
կենաց	կենաց	կեանք	N+Com
իմոց,	իմոց	իմ	PRO+Pos1s
ես	ես	ես	PRO+Per1s
յումմէ՞	յումմէ	ի@ո՞	I+Prep@PRO+Int
դողացայց։	դողացայց	դողամ	V
Եւ	եւ	եւ	I+Conj
այժմ	այժմ	այժմ	I+Adv
տե՛ս	տես	տեսանեմ	V
զբանս	զբանս	զ@բան	I+Prep@N+Com
հակառակացն,	հակառակացն	հակառակ@ն	A@PRO+Dem
եւ	եւ	եւ	I+Conj
դու	դու	դու	PRO+Per2s
սիրեա՛	սիրեա	սիրեմ	V
զյաղթութիւն․	զյաղթութիւն	զ@յաղթութիւն	I+Prep@N+Com
նմանեա՛	նմանեա	նմանեմ	V
Դաւթի,	դաւթի	Դաւիթ	N+Ant
եւ	եւ	եւ	I+Conj
հայեա՛ց	հայեաց	հայիմ	V
ի	ի	ի	I+Prep
քեզ․	քեզ	դու	PRO+Per2s
դի՛ր	դիր	դնեմ	V
դուռն	դուռն	դուռն	N+Com
սրտի	սրտի	սիրտ	N+Com
քո,	քո	դու	PRO+Per2s
եւ	եւ	եւ	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
թողուր	թողուր	թողում	V
մտանել	մտանել	մտանեմ	V
ի	ի	ի	I+Prep
նա	նա	նա (նա)	PRO+Dem
խորհուրդ	խորհուրդ	խորհուրդ	N+Com
առանց	առանց	առանց	I+Prep
հարցման։	հարցման	հարցումն	N+Com
Հարց	հարց	հարցանեմ	V
զխորհուրդն․	զխորհուրդն	զ@խորհուրդ@ն	I+Prep@N+Com@PRO+Dem
Ի	ի	ի	I+Prep
մէ՞նջ	մէնջ	մեք	PRO+Per1p
իցես,	իցես	եմ	V
թէ՞	թէ	եթե	I+Conj
ի	ի	ի	I+Prep
թշնամեաց։	թշնամեաց	թշնամի	A
Թէ	թէ	եթե	I+Conj
ընտանի	ընտանի	ընտանի	A
է,	է	եմ	V
մտցէ․	մտցէ	մտանեմ	V
եւ	եւ	եւ	I+Conj
թէ	թէ	եթե	I+Conj
հակառակ	հակառակ	հակառակ	A
է,	է	եմ	V
մի՛	մի	մի (ոչ)	I+Neg
թողցես։	թողցես	թողում	V
Առաջինն	առաջինն	առաջին@ն	NUM+Ord@PRO+Dem
խաղաղութիւն	խաղաղութիւն	խաղաղութիւն	N+Com
առնէ	առնէ	առնեմ	V
ի	ի	ի	I+Prep
գալն․	գալն	գամ (գալ)@ն	V@PRO+Dem
եւ	եւ	եւ	I+Conj
երկրորդն	երկրորդն	երկրորդ@ն	NUM+Ord@PRO+Dem
լնու	լնու	լնում	V
ամբոխիւ։	ամբոխիւ	ամբոխ	N+Com
Այսպիսի	այսպիսի	այսպիսի	A
են	են	եմ	V
համք	համք	համ	N+Com
իրացն․	իրացն	իր@ն	N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
պարտ	պարտ	պարտ	N+Com
է	է	եմ	V
քննել	քննել	քննեմ	V
զժամն	զժամն	զ@ժամ@ն	I+Prep@N+Com@PRO+Dem
խաղաղութեան։	խաղաղութեան	խաղաղութիւն	N+Com
Եւ	եւ	եւ	I+Conj
յորժամ	յորժամ	յորժամ	I+Conj
խնդրես	խնդրես	խնդրեմ	V
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
առնուս,	առնուս	առնում	V
կա՛մ	կամ	կամ (եւ)	I+Conj
փառաւորիս	փառաւորիս	փառաւորեմ	V
կա՛մ	կամ	կամ (եւ)	I+Conj
անարգիս	անարգիս	անարգեմ	V
ըստ	ըստ	ըստ	I+Prep
Պաւղոսի,	պաւղոսի	Պաւղոս	N+Ant
երկու	երկու	երկու	NUM+Car
զինուքն	զինուքն	զէն@ն	N+Com@PRO+Dem
այլովքն,	այլովքն	այլ (այլոց)@ն	A@PRO+Dem
լիցիս	լիցիս	լինիմ	V
Յակոբն․	յակոբն	Յակոբ@ն	N+Ant@PRO+Dem
եւ	եւ	եւ	I+Conj
ընկեա	ընկեա	ընկենում	V
ի	ի	ի	I+Prep
բաց	բաց	բաց	A
Յակոբաւ	յակոբաւ	Յակոբ	N+Ant
զԵսաւ՝	զեսաւ	զ@Եսաւ	I+Prep@N+Ant
զսուտն․	զսուտն	զ@սուտ@ն	I+Prep@A@PRO+Dem
եւ	եւ	եւ	I+Conj
դրոշմեսցի	դրոշմեսցի	դրոշմեմ	V
առ	առ	առ (ի)	I+Prep
քեզ	քեզ	դու	PRO+Per2s
գիտութիւնն	գիտութիւնն	գիտութիւն@ն	N+Com@PRO+Dem
Քրիստոսի․	քրիստոսի	Քրիստոս	N+Ant
եւ	եւ	եւ	I+Conj
իբրեւ	իբրեւ	իբրեւ	I+Conj
զանգէտս՝	զանգէտս	զ@անգէտ	I+Prep@N+Com
կա՛լ	կալ	ունիմ	V
զխոնարհութիւն,	զխոնարհութիւն	զ@խոնարհութիւն	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
իբրեւ	իբրեւ	իբրեւ	I+Conj
զծանաւթ՝	զծանաւթ	զ@ծանաւթ	I+Prep@A
կա՛լ	կալ	ունիմ	V
համարձակութիւն	համարձակութիւն	համարձակութիւն	N+Com
ի	ի	ի	I+Prep
Քրիստոս․	քրիստոս	Քրիստոս	N+Ant
եւ	եւ	եւ	I+Conj
յընչից	յընչից	ի@ինչ (ընչից)	I+Prep@N+Com
աղքատ,	աղքատ	աղքատ	A
եւ	եւ	եւ	I+Conj
գիտութեամբ	գիտութեամբ	գիտութիւն	N+Com
փարթամացուսցես	փարթամացուսցես	փարթամացուցանեմ	V
զայլս	զայլս	զ@այլ (այլոց)	I+Prep@A
իբրեւ	իբրեւ	իբրեւ	I+Conj
դատարկ	դատարկ	դատարկ	A
յամենայնէ․	յամենայնէ	ի@ամենայն	I+Prep@PRO+Ind
եւ	եւ	եւ	I+Conj
հաւատով	հաւատով	հաւատ	N+Com
կա՛լ	կալ	ունիմ	V
զամենեսեան․	զամենեսեան	զ@ամենեքեան	I+Prep@PRO+Ind
այս	այս	այս (սա)	PRO+Dem
է	է	եմ	V
նշան	նշան	նշան	N+Com
անախտութեան․	անախտութեան	անախտութիւն	N+Com
լի	լի	լի	A
ամենայն	ամենայն	ամենայն	PRO+Ind
բարութեամբ։	բարութեամբ	բարութիւն	N+Com
Մելինեայ	մելինեայ	Մելինէ	N+Ant
Երկոտասաներորդ	երկոտասաներորդ	երկոտասաներորդ	NUM+Ord
Ոչ	ոչ	ոչ	I+Neg
առաքեցեր	առաքեցեր	առաքեմ	V
մեզ	մեզ	մեք	PRO+Per1p
թուղթ,	թուղթ	թուղթ	N+Com
մա՛րդ	մարդ	մարդ	N+Com
Աստուծոյ,	աստուծոյ	աստուած	N+Com
այլ	այլ	այլ (եւ)	I+Conj
խորիսխ	խորիսխ	խորիսխ	N+Com
ի	ի	ի	I+Prep
քաղցրութիւն	քաղցրութիւն	քաղցրութիւն	N+Com
քմաց	քմաց	քիմք	N+Com
մերոց,	մերոց	մեր	PRO+Pos1p
որպէս	որպէս	որպէս	I+Conj
կարծես՝	կարծես	կարծեմ	V
գրեցեր	գրեցեր	գրեմ	V
առ	առ	առ (ի)	I+Prep
մեզ,	մեզ	մեք	PRO+Per1p
եւ	եւ	եւ	I+Conj
իբրեւ	իբրեւ	իբրեւ	I+Conj
ի	ի	ի	I+Prep
հայելի	հայելի	հայելի	N+Com
տպաւորեցեր	տպաւորեցեր	տպաւորեմ	V
զսէր	զսէր	զ@սէր	I+Prep@N+Com
քո	քո	դու	PRO+Per2s
ի	ի	ի	I+Prep
թուղթն․	թուղթն	թուղթ@ն	N+Com@PRO+Dem
բայց	բայց	բայց	I+Conj
մեք	մեք	մեք	PRO+Per1p
այլոց	այլոց	այլ (այլոց)	A
չե՛մք	չեմք	ոչ@եմ	I+Neg@V
բաւական,	բաւական	բաւական	A
զի	զի	զի	I+Conj
ոչ	ոչ	ոչ	I+Neg
է	է	եմ	V
առ	առ	առ (ի)	I+Prep
իս	իս	ես	PRO+Per1s
մաքրութիւն	մաքրութիւն	մաքրութիւն	N+Com
սրտի,	սրտի	սիրտ	N+Com
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
անպատկառ	անպատկառ	անպատկառ	A
դէմք	դէմք	դէմ	N+Com
որպէս	որպէս	որպէս	I+Conj
բանաւորի	բանաւորի	բանաւոր	A
ճշմարտի։	ճշմարտի	ճշմարիտ	A
Եւ	եւ	եւ	I+Conj
ո՞վ	ով	ո՞	PRO+Int
պարծի	պարծի	պարծիմ	V
սիրտ	սիրտ	սիրտ	N+Com
սուրբ	սուրբ	սուրբ	A
ունել,	ունել	ունիմ	V
ասողն	ասողն	ասող@ն	N+Com@PRO+Dem
ասէ․	ասէ	ասեմ	V
եւ	եւ	եւ	I+Conj
Աստուածն	աստուածն	աստուած@ն	N+Com@PRO+Dem
ամենայնի	ամենայնի	ամենայն	PRO+Ind
եւ	եւ	եւ	I+Conj
Տէրն	տէրն	տէր@ն	N+Com@PRO+Dem
Յիսուս	յիսուս	Յիսուս	N+Ant
Քրիստոս	քրիստոս	Քրիստոս	N+Ant
